log_id,timestamp,session_id,source_ip,layer,action_type,maliciousness_score,entropy_value,threat_vector_contribution
57d27029,2026-04-09T20:02:25.388Z,0x256B,192.168.1.237,SQL,HONEYTOKEN_TRIGGER,70,4.26,7.00
1d2fc1dc,2026-04-09T20:03:37.388Z,0x35A,192.168.1.115,HTTP,XSS_PAYLOAD,74,3.62,7.40
c1654c01,2026-04-09T20:04:49.388Z,0x5C7D,192.168.1.228,SSH,BANNER_GRAB,76,4.15,7.60
386f7c29,2026-04-09T20:06:01.388Z,0x5E24,192.168.1.131,SSH,ROOT_LOGIN_ATTEMPT,97,3.67,9.70
af8c3d8f,2026-04-09T20:07:13.388Z,0x2681,192.168.1.140,SQL,VERSION_PROBE,87,3.77,8.70
6756652b,2026-04-09T20:08:25.388Z,0xC920,192.168.1.98,HTTP,SQL_INJECTION,82,1.53,8.20
a2eba23e,2026-04-09T20:09:37.388Z,0x3D1F,192.168.1.26,SQL,HONEYTOKEN_TRIGGER,86,2.77,8.60
ef3a52ea,2026-04-09T20:10:49.388Z,0x1515,192.168.1.10,SQL,USER_ENUMERATION,63,4.49,6.30
66bc749b,2026-04-09T20:12:01.388Z,0xB409,192.168.1.108,HTTP,ADMIN_RECON,60,2.02,6.00
398bd299,2026-04-09T20:13:13.388Z,0x15E,192.168.1.9,SSH,BRUTE_FORCE,70,4.21,7.00
e5118e3e,2026-04-09T20:14:25.388Z,0xF4B3,192.168.1.211,HTTP,DIR_TRAVERSAL,65,4.41,6.50
cd0d3c13,2026-04-09T20:15:37.388Z,0x743A,192.168.1.148,SSH,PRIV_ESC,68,4.20,6.80
955f662b,2026-04-09T20:16:49.388Z,0x49AB,192.168.1.83,SSH,PRIV_ESC,98,3.04,9.80
33ea577c,2026-04-09T20:18:01.388Z,0xDEAA,192.168.1.165,SQL,USER_ENUMERATION,60,4.05,6.00
6327d75c,2026-04-09T20:19:13.388Z,0xB436,192.168.1.176,SQL,TABLE_DROP,76,3.30,7.60
9e3cc5c4,2026-04-09T20:20:25.388Z,0xA771,192.168.1.185,HTTP,XSS_PAYLOAD,61,1.98,6.10
1ae62736,2026-04-09T20:21:37.388Z,0x6A3,192.168.1.92,SSH,SHELLCODE_INJECTION,66,4.21,6.60
2891256b,2026-04-09T20:22:49.388Z,0x359B,192.168.1.91,HTTP,DIR_TRAVERSAL,74,4.42,7.40
e39a3e8f,2026-04-09T20:24:01.388Z,0x219E,192.168.1.184,SQL,BLIND_SQLI,92,2.46,9.20
503eb314,2026-04-09T20:25:13.388Z,0x2443,192.168.1.252,SSH,PRIV_ESC,79,3.25,7.90
daed697d,2026-04-09T20:26:25.388Z,0xF77D,192.168.1.127,HTTP,SQL_INJECTION,65,1.90,6.50
5f9324e7,2026-04-09T20:27:37.388Z,0xA2C6,192.168.1.164,HTTP,SQL_INJECTION,96,1.95,9.60
a098165c,2026-04-09T20:28:49.388Z,0x1A28,192.168.1.7,HTTP,ADMIN_RECON,90,3.96,9.00
be685ca3,2026-04-09T20:30:01.388Z,0x7FCA,192.168.1.174,SQL,BLIND_SQLI,68,4.21,6.80
8eb0b56a,2026-04-09T20:31:13.388Z,0x1297,192.168.1.124,HTTP,XSS_PAYLOAD,81,2.68,8.10
9d25db55,2026-04-09T20:32:25.388Z,0xD8E,192.168.1.137,SSH,ROOT_LOGIN_ATTEMPT,96,3.98,9.60
3ce2bedd,2026-04-09T20:33:37.388Z,0x8E0,192.168.1.62,HTTP,SQL_INJECTION,74,3.18,7.40
211bb059,2026-04-09T20:34:49.388Z,0xEF8F,192.168.1.92,SSH,BRUTE_FORCE,87,3.92,8.70
bd645a82,2026-04-09T20:36:01.388Z,0x1104,192.168.1.212,SSH,BRUTE_FORCE,92,4.40,9.20
d37edfd2,2026-04-09T20:37:13.388Z,0x5FF2,192.168.1.55,SQL,HONEYTOKEN_TRIGGER,89,3.54,8.90
8350dab1,2026-04-09T20:38:25.388Z,0x6091,192.168.1.127,SSH,BANNER_GRAB,61,2.63,6.10
b1899c7f,2026-04-09T20:39:37.388Z,0xFE68,192.168.1.253,HTTP,DIR_TRAVERSAL,83,2.56,8.30
f6736966,2026-04-09T20:40:49.388Z,0xBCCE,192.168.1.253,SSH,SHELLCODE_INJECTION,97,2.26,9.70
a8175706,2026-04-09T20:42:01.388Z,0xAF52,192.168.1.125,SSH,PRIV_ESC,93,4.50,9.30
97e5995e,2026-04-09T20:43:13.388Z,0xD869,192.168.1.70,SSH,SHELLCODE_INJECTION,78,2.34,7.80
17a4c41a,2026-04-09T20:44:25.388Z,0xBA3F,192.168.1.164,SQL,HONEYTOKEN_TRIGGER,97,2.60,9.70
49f1734b,2026-04-09T20:45:37.388Z,0xE0B,192.168.1.160,SQL,TABLE_DROP,85,3.62,8.50
c5f8553c,2026-04-09T20:46:49.388Z,0xD891,192.168.1.69,HTTP,SQL_INJECTION,96,3.60,9.60
adee089d,2026-04-09T20:48:01.388Z,0x42BF,192.168.1.41,SQL,VERSION_PROBE,70,3.40,7.00
fff6f0a6,2026-04-09T20:49:13.388Z,0x8AAF,192.168.1.81,HTTP,XSS_PAYLOAD,81,2.07,8.10
271a3c76,2026-04-09T20:50:25.388Z,0x271C,192.168.1.80,SQL,VERSION_PROBE,98,1.84,9.80
b773e44c,2026-04-09T20:51:37.388Z,0x56C,192.168.1.94,HTTP,SQL_INJECTION,93,4.01,9.30
9f00641a,2026-04-09T20:52:49.388Z,0x35AD,192.168.1.97,SQL,USER_ENUMERATION,90,3.15,9.00
f37ce878,2026-04-09T20:54:01.388Z,0x5172,192.168.1.45,SQL,BLIND_SQLI,89,1.95,8.90
bf04881b,2026-04-09T20:55:13.388Z,0xF425,192.168.1.131,SQL,BLIND_SQLI,75,2.97,7.50
76228fb4,2026-04-09T20:56:25.388Z,0xA97E,192.168.1.71,HTTP,SQL_INJECTION,65,2.81,6.50
6fd96d29,2026-04-09T20:57:37.388Z,0x666B,192.168.1.118,SSH,BANNER_GRAB,82,1.59,8.20
1b07df4f,2026-04-09T20:58:49.388Z,0x27EC,192.168.1.157,SQL,TABLE_DROP,90,4.13,9.00
487c33d9,2026-04-09T21:00:01.388Z,0x5CED,192.168.1.85,SQL,TABLE_DROP,73,3.46,7.30
d9f5d431,2026-04-09T21:01:13.388Z,0x789D,192.168.1.72,HTTP,ENV_SCAN,74,2.44,7.40
9730ecc9,2026-04-09T21:02:25.388Z,0x10A4,192.168.1.225,SSH,BANNER_GRAB,88,3.90,8.80
54cdaeab,2026-04-09T21:03:37.388Z,0xB565,192.168.1.233,SSH,ROOT_LOGIN_ATTEMPT,70,3.21,7.00
8f6c3625,2026-04-09T21:04:49.388Z,0x9D92,192.168.1.208,SQL,BLIND_SQLI,74,3.35,7.40
fda1886a,2026-04-09T21:06:01.388Z,0x1133,192.168.1.133,HTTP,XSS_PAYLOAD,79,2.40,7.90
04312c7b,2026-04-09T21:07:13.388Z,0xB592,192.168.1.172,SQL,VERSION_PROBE,72,3.91,7.20
9d58a941,2026-04-09T21:08:25.388Z,0xB977,192.168.1.154,SQL,TABLE_DROP,89,4.08,8.90
a512efba,2026-04-09T21:09:37.388Z,0xD794,192.168.1.247,HTTP,ENV_SCAN,79,3.21,7.90
f95c2e08,2026-04-09T21:10:49.388Z,0x1525,192.168.1.252,SSH,BRUTE_FORCE,64,3.06,6.40
5ce259c5,2026-04-09T21:12:01.388Z,0x7129,192.168.1.84,SSH,PRIV_ESC,93,2.54,9.30
a34f7da4,2026-04-09T21:13:13.388Z,0x5776,192.168.1.81,SQL,HONEYTOKEN_TRIGGER,70,1.53,7.00
72f5f1de,2026-04-09T21:14:25.388Z,0xCE4F,192.168.1.97,SSH,SHELLCODE_INJECTION,66,3.99,6.60
92ce6020,2026-04-09T21:15:37.388Z,0x79E8,192.168.1.146,SSH,ROOT_LOGIN_ATTEMPT,86,2.72,8.60
596955dc,2026-04-09T21:16:49.388Z,0x8894,192.168.1.11,SSH,BRUTE_FORCE,85,2.95,8.50
64967a94,2026-04-09T21:18:01.388Z,0x1137,192.168.1.100,SSH,ROOT_LOGIN_ATTEMPT,92,2.23,9.20
66e9c7fb,2026-04-09T21:19:13.388Z,0xFDC2,192.168.1.55,SSH,ROOT_LOGIN_ATTEMPT,85,3.99,8.50
b74b579c,2026-04-09T21:20:25.388Z,0x759D,192.168.1.149,HTTP,ADMIN_RECON,94,3.37,9.40
6156d82e,2026-04-09T21:21:37.388Z,0x3D65,192.168.1.51,SQL,HONEYTOKEN_TRIGGER,95,4.48,9.50
8614469d,2026-04-09T21:22:49.388Z,0xFDB,192.168.1.164,SSH,ROOT_LOGIN_ATTEMPT,74,3.32,7.40
aabd3923,2026-04-09T21:24:01.388Z,0x9BB5,192.168.1.163,HTTP,ADMIN_RECON,97,2.60,9.70
af608084,2026-04-09T21:25:13.388Z,0xB1E8,192.168.1.167,HTTP,XSS_PAYLOAD,82,3.48,8.20
ada88eb3,2026-04-09T21:26:25.388Z,0x841C,192.168.1.206,SSH,SHELLCODE_INJECTION,82,2.16,8.20
94978d86,2026-04-09T21:27:37.388Z,0x453F,192.168.1.58,SSH,BANNER_GRAB,78,1.67,7.80
942ec938,2026-04-09T21:28:49.388Z,0x2643,192.168.1.48,HTTP,ENV_SCAN,97,2.52,9.70
1e5a62e9,2026-04-09T21:30:01.388Z,0xE4AF,192.168.1.44,SSH,PRIV_ESC,65,3.16,6.50
a41e2455,2026-04-09T21:31:13.388Z,0x763F,192.168.1.203,SQL,USER_ENUMERATION,66,4.11,6.60
421c3f82,2026-04-09T21:32:25.388Z,0xCE77,192.168.1.143,HTTP,DIR_TRAVERSAL,95,2.61,9.50
4dcee46e,2026-04-09T21:33:37.388Z,0xDF1B,192.168.1.77,SSH,BRUTE_FORCE,89,2.57,8.90
798c4bed,2026-04-09T21:34:49.388Z,0x20B7,192.168.1.161,SQL,HONEYTOKEN_TRIGGER,95,3.52,9.50
35dffb25,2026-04-09T21:36:01.388Z,0x8952,192.168.1.145,SSH,ROOT_LOGIN_ATTEMPT,64,3.70,6.40
229d0b89,2026-04-09T21:37:13.388Z,0x407A,192.168.1.183,SSH,BRUTE_FORCE,63,3.26,6.30
a38e920a,2026-04-09T21:38:25.388Z,0xE01F,192.168.1.83,SSH,PRIV_ESC,80,2.85,8.00
c3ba2cff,2026-04-09T21:39:37.388Z,0x2A80,192.168.1.249,SSH,PRIV_ESC,80,1.85,8.00
6a6c1d6f,2026-04-09T21:40:49.388Z,0xE239,192.168.1.28,SQL,TABLE_DROP,68,3.75,6.80
4fc9a79b,2026-04-09T21:42:01.388Z,0x1A32,192.168.1.169,SSH,BANNER_GRAB,66,2.54,6.60
e55362d4,2026-04-09T21:43:13.388Z,0x25E9,192.168.1.86,SQL,HONEYTOKEN_TRIGGER,78,1.85,7.80
ecca9e51,2026-04-09T21:44:25.388Z,0x3662,192.168.1.155,HTTP,SQL_INJECTION,63,4.00,6.30
7eff6ac8,2026-04-09T21:45:37.388Z,0xD329,192.168.1.41,HTTP,XSS_PAYLOAD,63,3.84,6.30
554a29d6,2026-04-09T21:46:49.388Z,0x8608,192.168.1.226,SQL,TABLE_DROP,83,3.18,8.30
a08b5301,2026-04-09T21:48:01.388Z,0xEC21,192.168.1.148,HTTP,SQL_INJECTION,89,4.33,8.90
ef856a8f,2026-04-09T21:49:13.388Z,0x428E,192.168.1.162,SQL,TABLE_DROP,64,2.27,6.40
dee2ea18,2026-04-09T21:50:25.388Z,0x7BBD,192.168.1.18,SQL,HONEYTOKEN_TRIGGER,85,3.22,8.50
a05986fd,2026-04-09T21:51:37.388Z,0x8DA1,192.168.1.31,SSH,PRIV_ESC,86,4.41,8.60
866ff7dd,2026-04-09T21:52:49.388Z,0xC47E,192.168.1.18,HTTP,ADMIN_RECON,94,4.26,9.40
8f1a20fa,2026-04-09T21:54:01.388Z,0x5103,192.168.1.2,HTTP,DIR_TRAVERSAL,88,3.12,8.80
4950c1ce,2026-04-09T21:55:13.388Z,0x2198,192.168.1.106,SQL,HONEYTOKEN_TRIGGER,92,3.58,9.20
d50b8f14,2026-04-09T21:56:25.388Z,0x52C,192.168.1.30,SQL,BLIND_SQLI,68,1.94,6.80
86fceafb,2026-04-09T21:57:37.388Z,0xBE44,192.168.1.6,HTTP,ENV_SCAN,76,4.31,7.60
b5415b8d,2026-04-09T21:58:49.388Z,0xF228,192.168.1.251,SQL,VERSION_PROBE,94,2.48,9.40
19c08840,2026-04-09T22:00:01.388Z,0x2FCC,192.168.1.191,SQL,VERSION_PROBE,75,3.77,7.50
6f11a2e6,2026-04-09T22:01:13.388Z,0x665B,192.168.1.143,HTTP,XSS_PAYLOAD,90,4.19,9.00
00bb0189,2026-04-09T22:02:25.388Z,0xE664,192.168.1.159,HTTP,ADMIN_RECON,94,2.30,9.40
bb94bda9,2026-04-09T22:03:37.388Z,0xDFAC,192.168.1.54,SQL,TABLE_DROP,86,3.15,8.60
d6beb8ad,2026-04-09T22:04:49.388Z,0x871A,192.168.1.89,SSH,BANNER_GRAB,71,2.97,7.10
9bdcceda,2026-04-09T22:06:01.388Z,0xBE7E,192.168.1.171,SQL,BLIND_SQLI,87,2.49,8.70
79853e13,2026-04-09T22:07:13.388Z,0x66A8,192.168.1.168,SSH,SHELLCODE_INJECTION,93,3.10,9.30
3f960313,2026-04-09T22:08:25.388Z,0xEE5E,192.168.1.39,SSH,SHELLCODE_INJECTION,86,4.39,8.60
faed06b5,2026-04-09T22:09:37.388Z,0xFCF2,192.168.1.152,SQL,HONEYTOKEN_TRIGGER,68,3.11,6.80
da576d08,2026-04-09T22:10:49.388Z,0x26D1,192.168.1.187,HTTP,ADMIN_RECON,78,2.84,7.80
509d9499,2026-04-09T22:12:01.388Z,0x2BF5,192.168.1.113,SSH,BRUTE_FORCE,84,4.27,8.40
ce1f5e86,2026-04-09T22:13:13.388Z,0xE7F3,192.168.1.247,HTTP,SQL_INJECTION,72,3.30,7.20
b5f60076,2026-04-09T22:14:25.388Z,0x8845,192.168.1.75,SQL,VERSION_PROBE,88,4.22,8.80
d5928b0c,2026-04-09T22:15:37.388Z,0x9D21,192.168.1.23,HTTP,ENV_SCAN,80,2.71,8.00
83f7e3b2,2026-04-09T22:16:49.388Z,0xF6E1,192.168.1.114,SSH,SHELLCODE_INJECTION,84,1.87,8.40
830b947d,2026-04-09T22:18:01.388Z,0xFB9B,192.168.1.2,SSH,BANNER_GRAB,98,3.16,9.80
11f82574,2026-04-09T22:19:13.388Z,0x2D8D,192.168.1.190,SSH,BRUTE_FORCE,77,1.67,7.70
7fc25d98,2026-04-09T22:20:25.388Z,0x6588,192.168.1.123,SQL,TABLE_DROP,75,3.01,7.50
a25c39ea,2026-04-09T22:21:37.388Z,0x6C61,192.168.1.89,SQL,VERSION_PROBE,86,2.61,8.60
3e384108,2026-04-09T22:22:49.388Z,0x41DD,192.168.1.208,SSH,PRIV_ESC,79,1.53,7.90
82bcd378,2026-04-09T22:24:01.388Z,0x1605,192.168.1.199,SQL,BLIND_SQLI,91,1.76,9.10
2478f311,2026-04-09T22:25:13.388Z,0x2C18,192.168.1.204,SQL,BLIND_SQLI,91,3.01,9.10
ec423f64,2026-04-09T22:26:25.388Z,0x961B,192.168.1.84,SSH,ROOT_LOGIN_ATTEMPT,93,2.61,9.30
c5939412,2026-04-09T22:27:37.388Z,0x9C5B,192.168.1.152,SQL,USER_ENUMERATION,84,3.24,8.40
5c95873e,2026-04-09T22:28:49.388Z,0x692A,192.168.1.39,HTTP,DIR_TRAVERSAL,66,2.89,6.60
9523bf2f,2026-04-09T22:30:01.388Z,0x55A1,192.168.1.49,HTTP,ADMIN_RECON,88,3.60,8.80
0fb1ec2a,2026-04-09T22:31:13.388Z,0x9CA2,192.168.1.40,SSH,BRUTE_FORCE,92,1.78,9.20
0ed2f872,2026-04-09T22:32:25.388Z,0xD3ED,192.168.1.152,SQL,HONEYTOKEN_TRIGGER,85,3.11,8.50
a75c9803,2026-04-09T22:33:37.388Z,0x81D5,192.168.1.227,SSH,SHELLCODE_INJECTION,77,3.58,7.70
1ed3463a,2026-04-09T22:34:49.388Z,0x2EF2,192.168.1.25,SSH,BRUTE_FORCE,62,3.94,6.20
9a32c18e,2026-04-09T22:36:01.388Z,0x9EF8,192.168.1.37,SQL,TABLE_DROP,72,2.33,7.20
1b3ced78,2026-04-09T22:37:13.388Z,0xEA17,192.168.1.138,SQL,VERSION_PROBE,65,3.01,6.50
72c46e8b,2026-04-09T22:38:25.388Z,0x5602,192.168.1.121,SQL,USER_ENUMERATION,71,3.04,7.10
1a4ec215,2026-04-09T22:39:37.388Z,0x347B,192.168.1.11,SQL,HONEYTOKEN_TRIGGER,92,4.27,9.20
43a18967,2026-04-09T22:40:49.388Z,0x1073,192.168.1.252,HTTP,ENV_SCAN,64,2.56,6.40
edd5b6e1,2026-04-09T22:42:01.388Z,0xAEC5,192.168.1.65,SQL,BLIND_SQLI,90,1.61,9.00
63f9a12e,2026-04-09T22:43:13.388Z,0xF5BD,192.168.1.189,SSH,PRIV_ESC,91,4.28,9.10
b47e9d48,2026-04-09T22:44:25.388Z,0x26D1,192.168.1.10,SQL,TABLE_DROP,73,3.96,7.30
3cd27b10,2026-04-09T22:45:37.388Z,0x4E49,192.168.1.8,SQL,BLIND_SQLI,60,2.22,6.00
f3c7a3dd,2026-04-09T22:46:49.388Z,0xDA48,192.168.1.56,SSH,ROOT_LOGIN_ATTEMPT,94,1.86,9.40
9a8b2443,2026-04-09T22:48:01.388Z,0xAAAD,192.168.1.253,SSH,SHELLCODE_INJECTION,96,3.39,9.60
c75ae274,2026-04-09T22:49:13.388Z,0x5C9D,192.168.1.217,HTTP,ADMIN_RECON,99,3.58,9.90
9a0673fb,2026-04-09T22:50:25.388Z,0xBECF,192.168.1.51,HTTP,ADMIN_RECON,98,3.84,9.80
59ced012,2026-04-09T22:51:37.388Z,0x970B,192.168.1.125,HTTP,DIR_TRAVERSAL,69,3.03,6.90
392f9c60,2026-04-09T22:52:49.388Z,0x9BF5,192.168.1.239,SSH,SHELLCODE_INJECTION,74,3.54,7.40
87d72ba0,2026-04-09T22:54:01.388Z,0x29BC,192.168.1.43,SSH,BANNER_GRAB,78,3.85,7.80
4549ec7d,2026-04-09T22:55:13.388Z,0x6259,192.168.1.114,SQL,BLIND_SQLI,82,1.64,8.20
128e817f,2026-04-09T22:56:25.388Z,0xE4F6,192.168.1.71,HTTP,ADMIN_RECON,99,4.04,9.90
66ed4c01,2026-04-09T22:57:37.388Z,0xA364,192.168.1.129,HTTP,ADMIN_RECON,91,2.48,9.10
2de011a3,2026-04-09T22:58:49.388Z,0x85E7,192.168.1.80,SSH,SHELLCODE_INJECTION,87,2.55,8.70
6769b506,2026-04-09T23:00:01.388Z,0x7767,192.168.1.42,HTTP,DIR_TRAVERSAL,62,2.28,6.20
6fa41f25,2026-04-09T23:01:13.388Z,0xD207,192.168.1.239,HTTP,ENV_SCAN,87,3.15,8.70
d4027965,2026-04-09T23:02:25.388Z,0xCCD8,192.168.1.25,SSH,BANNER_GRAB,63,3.17,6.30
b3f66049,2026-04-09T23:03:37.388Z,0x9707,192.168.1.30,SQL,HONEYTOKEN_TRIGGER,81,2.70,8.10
d6ecc429,2026-04-09T23:04:49.388Z,0x423,192.168.1.217,SSH,BANNER_GRAB,85,4.10,8.50
e2953105,2026-04-09T23:06:01.388Z,0x471D,192.168.1.99,SQL,HONEYTOKEN_TRIGGER,82,3.87,8.20
6b9cb7a9,2026-04-09T23:07:13.388Z,0xE37C,192.168.1.82,HTTP,ENV_SCAN,83,2.67,8.30
a61c545c,2026-04-09T23:08:25.388Z,0xAE1D,192.168.1.58,SSH,BANNER_GRAB,66,1.53,6.60
f34ecb15,2026-04-09T23:09:37.388Z,0xE572,192.168.1.225,SSH,SHELLCODE_INJECTION,93,2.32,9.30
0c62fa37,2026-04-09T23:10:49.388Z,0x5F5E,192.168.1.46,HTTP,ENV_SCAN,66,4.33,6.60
d495c1b5,2026-04-09T23:12:01.388Z,0x950F,192.168.1.32,SSH,PRIV_ESC,74,1.71,7.40
3d4caa14,2026-04-09T23:13:13.388Z,0x24FB,192.168.1.97,SQL,VERSION_PROBE,89,3.34,8.90
4d68245d,2026-04-09T23:14:25.388Z,0x328A,192.168.1.80,SQL,HONEYTOKEN_TRIGGER,67,3.56,6.70
4810b795,2026-04-09T23:15:37.388Z,0xB7A6,192.168.1.212,SSH,PRIV_ESC,71,1.51,7.10
e8847d1f,2026-04-09T23:16:49.388Z,0xF98D,192.168.1.133,SQL,USER_ENUMERATION,83,3.31,8.30
613a27ab,2026-04-09T23:18:01.388Z,0xC143,192.168.1.178,SQL,USER_ENUMERATION,99,4.26,9.90
32faed23,2026-04-09T23:19:13.388Z,0x9602,192.168.1.191,SSH,ROOT_LOGIN_ATTEMPT,65,2.31,6.50
ee22250e,2026-04-09T23:20:25.388Z,0x85CD,192.168.1.93,SSH,BANNER_GRAB,96,3.62,9.60
6a715b45,2026-04-09T23:21:37.388Z,0x8E66,192.168.1.104,HTTP,ADMIN_RECON,73,2.92,7.30
bebee2d1,2026-04-09T23:22:49.388Z,0x21A7,192.168.1.121,SSH,PRIV_ESC,98,4.20,9.80
75b296b1,2026-04-09T23:24:01.388Z,0x390A,192.168.1.191,SQL,HONEYTOKEN_TRIGGER,84,2.89,8.40
36064598,2026-04-09T23:25:13.388Z,0xFF87,192.168.1.189,SQL,VERSION_PROBE,88,1.61,8.80
86a9a6ab,2026-04-09T23:26:25.388Z,0xBA92,192.168.1.20,SSH,BRUTE_FORCE,66,1.92,6.60
da03255d,2026-04-09T23:27:37.388Z,0x988F,192.168.1.100,HTTP,SQL_INJECTION,82,1.88,8.20
b9548aaf,2026-04-09T23:28:49.388Z,0xE8E7,192.168.1.239,SQL,HONEYTOKEN_TRIGGER,84,3.78,8.40
5f48a7f9,2026-04-09T23:30:01.388Z,0xFD23,192.168.1.147,SSH,BANNER_GRAB,81,2.16,8.10
af06bd22,2026-04-09T23:31:13.388Z,0xA001,192.168.1.12,HTTP,ADMIN_RECON,90,3.39,9.00
81b1b25e,2026-04-09T23:32:25.388Z,0x7189,192.168.1.137,SQL,BLIND_SQLI,60,2.78,6.00
3fcc4033,2026-04-09T23:33:37.388Z,0x5F2F,192.168.1.229,SSH,BRUTE_FORCE,81,4.25,8.10
b6b940b9,2026-04-09T23:34:49.388Z,0x774A,192.168.1.204,SSH,BANNER_GRAB,80,2.68,8.00
adf323ec,2026-04-09T23:36:01.388Z,0x885,192.168.1.40,HTTP,SQL_INJECTION,89,4.37,8.90
59f5c3a8,2026-04-09T23:37:13.388Z,0x2FD8,192.168.1.222,SSH,SHELLCODE_INJECTION,94,3.03,9.40
becb05a9,2026-04-09T23:38:25.388Z,0xDD19,192.168.1.45,SSH,PRIV_ESC,60,2.68,6.00
9655b73a,2026-04-09T23:39:37.388Z,0x3A9D,192.168.1.14,HTTP,DIR_TRAVERSAL,93,1.53,9.30
bcf943c0,2026-04-09T23:40:49.388Z,0xE65D,192.168.1.15,SQL,HONEYTOKEN_TRIGGER,68,4.29,6.80
a502b444,2026-04-09T23:42:01.388Z,0x9ACB,192.168.1.47,HTTP,DIR_TRAVERSAL,90,3.94,9.00
6a55f92f,2026-04-09T23:43:13.388Z,0x1AD2,192.168.1.15,SQL,BLIND_SQLI,97,3.14,9.70
08186904,2026-04-09T23:44:25.388Z,0x6F1A,192.168.1.74,SSH,ROOT_LOGIN_ATTEMPT,79,3.80,7.90
3387bc16,2026-04-09T23:45:37.388Z,0xBF6C,192.168.1.161,SQL,BLIND_SQLI,80,2.49,8.00
c30dd379,2026-04-09T23:46:49.388Z,0xC23B,192.168.1.24,SQL,TABLE_DROP,72,2.04,7.20
212980bc,2026-04-09T23:48:01.388Z,0x4806,192.168.1.140,SQL,BLIND_SQLI,67,2.40,6.70
9ca048c4,2026-04-09T23:49:13.388Z,0x7077,192.168.1.132,SQL,USER_ENUMERATION,99,2.44,9.90
35ee1123,2026-04-09T23:50:25.388Z,0x8DBA,192.168.1.246,SQL,USER_ENUMERATION,74,2.65,7.40
a104efd5,2026-04-09T23:51:37.388Z,0x6629,192.168.1.212,SSH,ROOT_LOGIN_ATTEMPT,96,2.66,9.60
af10cd44,2026-04-09T23:52:49.388Z,0xE901,192.168.1.188,SQL,USER_ENUMERATION,80,2.05,8.00
9f7a0986,2026-04-09T23:54:01.388Z,0x468,192.168.1.43,SQL,BLIND_SQLI,87,1.64,8.70
a4ce0999,2026-04-09T23:55:13.388Z,0x6466,192.168.1.251,SSH,ROOT_LOGIN_ATTEMPT,87,2.00,8.70
4eaa68f4,2026-04-09T23:56:25.388Z,0x81CB,192.168.1.95,SSH,SHELLCODE_INJECTION,69,3.23,6.90
2f25e73b,2026-04-09T23:57:37.388Z,0x3E5A,192.168.1.119,SSH,BRUTE_FORCE,87,3.78,8.70
39339885,2026-04-09T23:58:49.388Z,0x6335,192.168.1.202,SQL,TABLE_DROP,66,1.58,6.60
3f46ca61,2026-04-10T00:00:01.388Z,0x3993,192.168.1.178,HTTP,SQL_INJECTION,68,2.00,6.80
49b74ca0,2026-04-10T00:01:13.388Z,0xFB6A,192.168.1.132,HTTP,ADMIN_RECON,95,4.02,9.50
5beae606,2026-04-10T00:02:25.388Z,0xADAA,192.168.1.103,SQL,USER_ENUMERATION,84,4.15,8.40
cc72029a,2026-04-10T00:03:37.388Z,0x6574,192.168.1.41,SSH,SHELLCODE_INJECTION,60,4.35,6.00
4346ebd8,2026-04-10T00:04:49.388Z,0x2AD5,192.168.1.91,SSH,SHELLCODE_INJECTION,70,3.06,7.00
c6e2859e,2026-04-10T00:06:01.388Z,0xF0BE,192.168.1.193,SQL,HONEYTOKEN_TRIGGER,98,4.31,9.80
1088ad7b,2026-04-10T00:07:13.388Z,0x86BE,192.168.1.97,HTTP,ADMIN_RECON,68,1.61,6.80
2e30ba5e,2026-04-10T00:08:25.388Z,0x33A4,192.168.1.185,HTTP,XSS_PAYLOAD,96,3.53,9.60
bed21e8b,2026-04-10T00:09:37.388Z,0x8CE6,192.168.1.126,SQL,VERSION_PROBE,99,2.27,9.90
f718b909,2026-04-10T00:10:49.388Z,0xEC14,192.168.1.145,HTTP,SQL_INJECTION,73,4.41,7.30
d1888458,2026-04-10T00:12:01.388Z,0x809B,192.168.1.34,SQL,TABLE_DROP,95,3.24,9.50
993935fe,2026-04-10T00:13:13.388Z,0x670C,192.168.1.22,HTTP,DIR_TRAVERSAL,80,2.13,8.00
2706b475,2026-04-10T00:14:25.388Z,0x3CE5,192.168.1.69,HTTP,ADMIN_RECON,72,2.07,7.20
f65900a6,2026-04-10T00:15:37.388Z,0xAF76,192.168.1.181,SSH,ROOT_LOGIN_ATTEMPT,82,3.17,8.20
a0bdf404,2026-04-10T00:16:49.388Z,0x93F6,192.168.1.32,SQL,BLIND_SQLI,60,1.73,6.00
00a27051,2026-04-10T00:18:01.388Z,0xCCE8,192.168.1.183,SSH,ROOT_LOGIN_ATTEMPT,88,1.61,8.80
9e68a200,2026-04-10T00:19:13.388Z,0x5BB1,192.168.1.146,HTTP,ADMIN_RECON,79,4.17,7.90
9d5c7607,2026-04-10T00:20:25.388Z,0xB734,192.168.1.170,SSH,ROOT_LOGIN_ATTEMPT,65,2.79,6.50
6b871239,2026-04-10T00:21:37.388Z,0x41A,192.168.1.54,SQL,USER_ENUMERATION,99,2.93,9.90
9d031eb5,2026-04-10T00:22:49.388Z,0x79FE,192.168.1.113,HTTP,ADMIN_RECON,75,1.96,7.50
16df3fe2,2026-04-10T00:24:01.388Z,0x1B86,192.168.1.21,HTTP,SQL_INJECTION,97,3.35,9.70
44312d12,2026-04-10T00:25:13.388Z,0xD37B,192.168.1.147,HTTP,XSS_PAYLOAD,99,3.96,9.90
